Points_num,Min_date,Max_date,date2012_p,date2013_p,date2014_p,date2015_p,date2016_p,date2017_p,date2018_p,date2019_p,date2020_p,date2021_p,CONTINENT,area,Type,Nation,Locations,ORIG_FID,geometry
68,2018-06-24,2018-12-31,0,0,0,0,0,0,0,0,0,0,Asia,0.3042,0,India,"[86.3471100000000,23.7893700000000;86.3543300000000,23.7923500000000]",20469,POINT (86.35072 23.79086)
444,2018-06-18,2018-12-31,0,0,0,0,0,0,0,0,0,0,Asia,1.61841,0,India,"[86.3337700000000,23.7768000000000;86.3470500000000,23.7854200000000]",20470,POINT (86.34041000000002 23.78111)
69,2018-06-18,2018-12-31,0,0,0,0,0,0,0,0,0,0,Asia,0.262368,0,India,"[86.3621000000000,23.7734300000000;86.3668200000000,23.7773600000000]",20471,POINT (86.36446000000001 23.775395000000003)
72,2018-06-18,2018-12-31,0,0,0,0,0,0,0,0,0,0,Asia,0.308676,0,India,"[86.7537500000000,23.7284400000000;86.7590500000000,23.7325300000000]",20472,POINT (86.7564 23.730485)
23,2018-06-18,2018-12-28,0,0,0,0,0,0,0,0,0,0,Asia,0.115079,0,India,"[86.7490700000000,23.7322300000000;86.7521200000000,23.7348800000000]",20473,POINT (86.750595 23.733555000000003)
673,2012-01-31,2021-01-28,28,28,45,28,36,64,0,55,31,25,Asia,0.552697,0,India,"[86.3285700000000,24.1431200000000;86.3351800000000,24.1490600000000]",20474,POINT (86.331875 24.146089999999997)
490,2012-01-20,2021-05-08,39,39,38,23,29,15,0,14,61,42,Asia,0.487691,0,India,"[86.3487300000000,24.1165600000000;86.3563900000000,24.1210800000000]",20475,POINT (86.35256000000001 24.11882)
1598,2012-05-15,2021-04-18,20,20,0,0,0,507,0,101,0,19,Asia,1.61425,0,India,"[87.3647800000000,25.0240400000000;87.3777500000000,25.0328300000000]",20476,POINT (87.371265 25.028435)
369,2012-01-21,2012-01-25,122,122,0,0,0,0,0,0,0,0,Asia,0.517664,1,India,"[87.3714700000000,25.0387900000000;87.3783300000000,25.0441200000000]",20477,POINT (87.3749 25.041455)
188,2012-01-22,2021-04-15,58,58,0,0,0,0,0,0,0,1,Asia,0.833034,1,India,"[87.3656700000000,25.0333500000000;87.3744000000000,25.0400900000000]",20478,POINT (87.370035 25.03672)
359,2012-01-22,2021-03-17,112,112,0,0,0,0,0,0,0,6,Asia,0.623335,0,India,"[87.3415300000000,25.0417000000000;87.3485000000000,25.0480200000000]",20479,POINT (87.345015 25.04486)
1288,2012-01-21,2018-02-15,0,0,7,12,2,206,39,0,0,0,Asia,3.66547,0,India,"[85.0389300000000,23.7224100000000;85.0564000000000,23.7375400000000]",20480,POINT (85.047665 23.729975)
75,2012-02-05,2017-06-27,15,15,8,2,0,1,0,0,0,0,Asia,0.31402,0,India,"[85.3092600000000,23.8278000000000;85.3159600000000,23.8311700000000]",20481,POINT (85.31261 23.829485)
193,2012-02-09,2021-10-27,16,16,8,12,18,6,0,8,17,21,Asia,0.340024,0,India,"[85.3026100000000,23.8400300000000;85.3094600000000,23.8436000000000]",20482,POINT (85.30603500000001 23.841815)
118,2013-01-11,2021-05-05,0,0,4,5,6,5,0,23,25,13,Asia,0.155644,0,India,"[85.4624200000000,23.8224000000000;85.4655300000000,23.8259900000000]",20483,POINT (85.463975 23.824194999999996)
126,2016-03-23,1899-12-30,0,0,0,0,62,0,0,0,0,0,Asia,0.300531,0,India,"[85.3543800000000,23.6945300000000;85.3589100000000,23.6992900000000]",20484,POINT (85.356645 23.696910000000003)
576,2012-01-20,2021-02-14,37,37,25,10,38,29,52,1,6,1,Asia,0.688429,0,India,"[85.2839800000000,23.6937700000000;85.2929700000000,23.6992700000000]",20485,POINT (85.288475 23.69652)
750,2013-03-20,2021-03-25,0,0,18,7,13,4,55,25,188,203,Asia,0.696731,0,India,"[85.2731300000000,23.6958600000000;85.2791100000000,23.7042300000000]",20486,POINT (85.27611999999999 23.700044999999996)
820,2018-01-15,2021-01-28,0,0,0,0,0,0,143,166,72,9,Asia,0.483628,0,India,"[85.2934800000000,23.7063900000000;85.3001600000000,23.7115900000000]",20487,POINT (85.29682 23.70899)
119,2017-12-25,2021-02-26,0,0,0,0,0,1,12,41,5,21,Asia,0.174428,0,India,"[85.2806100000000,23.7122200000000;85.2841600000000,23.7157500000000]",20488,POINT (85.282385 23.713984999999994)
53,2013-10-31,1899-12-30,0,0,17,0,5,0,0,0,0,0,Asia,0.227445,0,India,"[86.6623200000000,23.9501700000000;86.6663800000000,23.9541200000000]",20489,POINT (86.66435 23.952145)
20,2016-04-09,2016-04-09,0,0,0,0,9,0,0,0,0,0,Asia,0.077726,0,India,"[85.5583000000000,24.3812600000000;85.5610600000000,24.3832900000000]",20490,POINT (85.55968 24.382275)
809,2012-01-20,2021-03-02,29,29,6,8,20,13,0,143,263,168,Asia,0.310131,0,India,"[84.8444900000000,23.8057100000000;84.8497600000000,23.8099700000000]",20491,POINT (84.847125 23.80784)
390,2012-02-18,2021-02-26,14,14,0,0,1,122,0,80,15,6,Asia,0.573575,0,India,"[84.8428300000000,23.8100600000000;84.8490000000000,23.8167900000000]",20492,POINT (84.845915 23.813425000000002)
196,2013-03-23,2021-02-24,0,0,0,4,13,14,22,16,14,13,Asia,0.300993,0,India,"[85.4346400000000,22.1661800000000;85.4382000000000,22.1721400000000]",20493,POINT (85.43642 22.169159999999998)
239,2013-02-27,2021-01-15,0,0,19,12,6,14,8,5,46,35,Asia,0.338584,0,India,"[85.7688600000000,22.3888800000000;85.7736100000000,22.3938900000000]",20494,POINT (85.771235 22.391385)
110,2012-01-20,2017-01-24,12,12,9,10,7,2,0,0,0,0,Asia,0.400226,0,India,"[86.5900800000000,22.4555500000000;86.5949200000000,22.4612900000000]",20495,POINT (86.5925 22.45842)
39539,2012-01-20,2021-09-01,1879,1879,2196,1998,1942,2167,2226,2118,1825,2217,Asia,9.52959,0,India,"[86.1903200000000,22.7783900000000;86.2165500000000,22.8038600000000]",20496,POINT (86.203435 22.791125)
144,2013-12-26,2021-01-23,0,0,0,0,9,10,11,20,24,16,Asia,0.143727,0,India,"[86.1772800000000,22.6289400000000;86.1805900000000,22.6319800000000]",20497,POINT (86.178935 22.63046)
671,2012-02-21,2021-10-31,22,22,2,6,5,3,72,49,103,109,Asia,0.498114,0,India,"[85.5044700000000,23.7426800000000;85.5102900000000,23.7488100000000]",20498,POINT (85.50738 23.745745)
807,2012-01-29,2020-04-11,19,19,103,52,105,90,5,2,1,0,Asia,1.189,1,India,"[85.5027200000000,23.7570800000000;85.5124100000000,23.7658700000000]",20499,POINT (85.507565 23.761474999999997)
122,2012-03-04,2019-03-22,1,1,20,10,8,11,0,1,0,0,Asia,0.440476,1,India,"[85.4969700000000,23.7793900000000;85.5023200000000,23.7852900000000]",20500,POINT (85.499645 23.782339999999998)
37,2016-10-03,2021-02-08,0,0,0,0,13,2,0,0,3,1,Asia,0.176178,0,India,"[85.5651800000000,23.7975300000000;85.5695000000000,23.8004500000000]",20501,POINT (85.56733999999999 23.798990000000003)
381,2012-02-10,2021-11-26,5,5,0,5,53,74,0,4,18,14,Asia,0.503643,0,India,"[85.5302600000000,23.8078700000000;85.5367500000000,23.8134300000000]",20502,POINT (85.533505 23.810650000000003)
185,2012-02-05,2018-03-13,4,4,50,27,0,0,2,0,0,0,Asia,0.321225,0,India,"[85.5533100000000,23.7501400000000;85.5581100000000,23.7549300000000]",20503,POINT (85.55571 23.752535)
14,2012-11-14,2014-01-03,1,1,3,0,0,0,0,0,0,0,Asia,0.135211,0,India,"[85.5708900000000,23.7281700000000;85.5751700000000,23.7304300000000]",20504,POINT (85.57303 23.7293)
3507,2013-01-11,2021-07-16,0,0,0,125,429,505,270,152,72,79,Asia,1.07556,0,India,"[85.4319800000000,23.6451500000000;85.4416700000000,23.6531000000000]",20505,POINT (85.436825 23.649124999999998)
551,2012-03-07,2021-03-26,2,2,1,17,48,32,55,38,47,38,Asia,0.47778,0,India,"[85.5051300000000,23.6528200000000;85.5102400000000,23.6595100000000]",20506,POINT (85.507685 23.656165)
143,2014-01-25,2021-02-13,0,0,1,2,15,7,7,17,30,14,Asia,0.169693,0,India,"[85.5510600000000,23.6610700000000;85.5542200000000,23.6649100000000]",20507,POINT (85.55264 23.66299)
35,2013-01-07,2016-04-17,0,0,0,0,1,0,0,0,0,0,Asia,0.244102,1,India,"[85.3487900000000,23.6878100000000;85.3543500000000,23.6909600000000]",20508,POINT (85.35157 23.689385)
183,2015-01-26,2021-03-31,0,0,0,3,5,14,26,13,4,17,Asia,0.274373,0,India,"[85.6974700000000,23.5270300000000;85.7017100000000,23.5316400000000]",20509,POINT (85.69959 23.529335)
231,2012-01-20,2021-03-30,22,22,18,1,1,8,20,7,0,1,Asia,0.801329,0,India,"[85.6805200000000,23.6181300000000;85.6883500000000,23.6254300000000]",20510,POINT (85.68443500000001 23.62178)
6884,2012-01-20,2021-01-01,533,533,305,241,418,448,321,248,211,310,Asia,4.355,0,India,"[84.9896400000000,23.6602700000000;85.0061700000000,23.6792700000000]",20511,POINT (84.997905 23.66977)
63,2012-01-20,2015-03-14,3,3,18,3,0,0,0,0,0,0,Asia,0.281447,0,India,"[85.0095200000000,23.6573500000000;85.0145300000000,23.6614000000000]",20512,POINT (85.012025 23.659375)
118,2012-01-23,1899-12-30,2,2,0,15,15,3,11,1,0,0,Asia,0.201376,0,India,"[85.0148500000000,23.6566000000000;85.0182900000000,23.6608200000000]",20513,POINT (85.01657 23.658710000000003)
2159,2012-02-10,2021-02-01,13,13,43,42,88,74,182,301,274,323,Asia,0.66641,0,India,"[85.9023200000000,22.5862400000000;85.9087100000000,22.5935700000000]",20514,POINT (85.90551500000001 22.589904999999998)
197,2014-04-04,2021-01-26,0,0,1,7,8,2,13,40,47,21,Asia,0.216322,0,India,"[85.9965100000000,22.9604500000000;86.0003400000000,22.9644300000000]",20515,POINT (85.998425 22.96244)
77,2014-12-18,2021-03-28,0,0,2,5,19,1,1,8,4,3,Asia,0.37659,1,India,"[85.9659900000000,22.9396200000000;85.9713200000000,22.9446000000000]",20516,POINT (85.96865500000001 22.94211)
2141,2012-01-27,2021-11-26,71,71,82,74,123,130,154,130,149,142,Asia,0.546986,0,India,"[86.0539300000000,22.8539600000000;86.0599400000000,22.8603600000000]",20517,POINT (86.056935 22.85716)
852,2013-06-17,2021-01-20,0,0,0,0,50,112,77,82,85,48,Asia,0.464879,0,India,"[86.0605100000000,22.8709800000000;86.0663900000000,22.8765400000000]",20518,POINT (86.06344999999999 22.873759999999997)
1693,2012-01-25,2021-11-28,39,39,138,133,91,98,82,58,84,92,Asia,1.62793,0,India,"[86.0804100000000,22.8059800000000;86.0935100000000,22.8147100000000]",20519,POINT (86.08695999999999 22.810345)
7316,2013-04-28,2021-12-01,0,0,335,460,522,434,620,385,393,471,Asia,1.33451,0,India,"[86.0855400000000,22.7950500000000;86.0954800000000,22.8044800000000]",20520,POINT (86.09051 22.799765)
79,2012-12-14,2021-12-18,1,1,5,11,1,2,1,13,4,1,Asia,0.268773,1,India,"[77.5669900000000,12.8412100000000;77.5717500000000,12.8453600000000]",20521,POINT (77.56936999999999 12.843285)
52,2016-11-24,2021-04-28,0,0,0,0,1,3,7,8,0,6,Asia,0.179737,1,India,"[77.4433800000000,12.8590400000000;77.4464500000000,12.8633500000000]",20522,POINT (77.444915 12.861195)
17,2012-03-16,1899-12-30,4,4,0,0,0,0,0,0,0,0,Asia,0.167643,0,India,"[77.6519400000000,13.3027600000000;77.6553200000000,13.3064100000000]",20523,POINT (77.65363 13.304585)
74,2016-10-07,2019-01-05,0,0,0,0,13,19,1,3,0,0,Asia,0.434275,1,India,"[77.9312000000000,13.1963300000000;77.9381800000000,13.2008900000000]",20524,POINT (77.93469 13.198609999999999)
3230,2012-01-22,2021-02-28,85,85,198,246,205,151,286,68,26,10,Asia,0.908104,0,India,"[76.7584100000000,15.2217300000000;76.7681200000000,15.2287600000000]",20525,POINT (76.76326499999999 15.225245)
482,2012-02-16,2021-12-29,5,5,0,2,9,15,76,59,42,9,Asia,0.585198,0,India,"[76.7870100000000,15.1777300000000;76.7928100000000,15.1853100000000]",20526,POINT (76.78990999999999 15.181519999999999)
220,2012-06-23,2021-02-24,3,3,9,5,11,15,14,7,33,27,Asia,0.201018,0,India,"[76.7852600000000,15.1710700000000;76.7887000000000,15.1754600000000]",20527,POINT (76.78698 15.173265)
255,2015-01-16,2021-02-08,0,0,0,16,5,18,31,20,17,14,Asia,0.223632,0,India,"[76.8100400000000,15.1163600000000;76.8132200000000,15.1216400000000]",20528,POINT (76.81163000000001 15.119)
397,2012-01-20,2021-04-20,4,4,0,0,20,35,30,29,66,57,Asia,0.715456,0,India,"[76.8644100000000,15.0664800000000;76.8704400000000,15.0753800000000]",20529,POINT (76.867425 15.07093)
2575,2012-01-22,2021-01-30,115,115,98,113,115,138,182,170,140,161,Asia,0.533417,0,India,"[77.1006500000000,15.1756700000000;77.1068400000000,15.1821200000000]",20530,POINT (77.103745 15.178895)
431,2013-01-09,2021-09-17,0,0,54,47,27,25,16,5,4,6,Asia,0.550675,0,India,"[76.3125100000000,15.1821100000000;76.3185300000000,15.1890200000000]",20531,POINT (76.31551999999999 15.185564999999999)
4750,2012-01-21,2021-06-11,229,229,169,254,292,198,274,348,292,309,Asia,1.43361,0,India,"[76.3739300000000,15.1645300000000;76.3829700000000,15.1765000000000]",20532,POINT (76.37845 15.170515)
1776,2012-01-23,2021-02-26,92,92,111,83,84,86,121,79,69,45,Asia,0.680055,0,India,"[76.6812200000000,15.1676200000000;76.6880400000000,15.1751200000000]",20533,POINT (76.68463 15.171369999999998)
35584,2012-01-20,2021-12-18,1631,1631,1870,2117,2336,2066,2061,1458,1209,1177,Asia,18.0984,0,India,"[76.6328700000000,15.1621200000000;76.6790000000000,15.1916400000000]",20534,POINT (76.655935 15.17688)
3208,2012-02-23,2021-02-13,21,21,58,124,152,291,353,277,67,104,Asia,0.953346,0,India,"[76.7062800000000,15.1329300000000;76.7163600000000,15.1400400000000]",20535,POINT (76.71132 15.136485)
1245,2012-01-27,2021-02-14,24,24,32,23,95,92,111,85,50,82,Asia,0.563961,0,India,"[76.7080200000000,15.1459300000000;76.7133200000000,15.1539300000000]",20536,POINT (76.71067 15.149930000000001)
672,2012-01-20,2021-01-29,63,63,42,46,24,19,23,15,24,13,Asia,1.05825,0,India,"[74.8448000000000,13.0003400000000;74.8560500000000,13.0074800000000]",20537,POINT (74.850425 13.00391)
648,2012-04-12,2021-12-30,3,3,46,98,54,43,29,27,2,7,Asia,0.846124,0,India,"[74.8477700000000,12.9810000000000;74.8582800000000,12.9871100000000]",20538,POINT (74.853025 12.984055)
23,2015-10-24,2021-12-07,0,0,0,3,5,1,0,1,1,1,Asia,0.070689,0,India,"[74.8416100000000,12.9728300000000;74.8442400000000,12.9748700000000]",20539,POINT (74.84292500000001 12.973849999999999)
64,2016-04-23,2020-04-17,0,0,0,0,4,9,7,8,1,0,Asia,0.171318,0,India,"[74.8077800000000,12.9320900000000;74.8120300000000,12.9351500000000]",20540,POINT (74.80990499999999 12.93362)
1070,2012-01-23,2021-04-16,68,68,62,125,37,59,62,10,0,9,Asia,0.304974,0,India,"[74.9247400000000,15.4977800000000;74.9287800000000,15.5035800000000]",20541,POINT (74.92676 15.500679999999997)
1136,2012-01-22,2021-12-07,80,80,39,107,36,78,83,4,0,10,Asia,0.303376,0,India,"[74.9205400000000,15.4982000000000;74.9247100000000,15.5037900000000]",20542,POINT (74.92262500000001 15.500994999999998)
1917,2012-01-20,2021-02-07,112,112,91,111,85,100,103,88,103,103,Asia,1.01343,0,India,"[76.9757600000000,17.0558700000000;76.9835700000000,17.0657100000000]",20543,POINT (76.979665 17.060789999999997)
705,2012-01-20,2021-11-27,112,112,73,8,2,1,11,9,7,23,Asia,0.362416,0,India,"[77.1734700000000,17.1372900000000;77.1784400000000,17.1428100000000]",20544,POINT (77.17595499999999 17.140050000000002)
411,2013-12-27,2021-11-05,0,0,33,23,9,25,35,21,29,39,Asia,0.304515,1,India,"[77.1823200000000,17.1390400000000;77.1881700000000,17.1429800000000]",20545,POINT (77.18524500000001 17.14101)
1739,2012-01-21,2021-02-24,50,50,101,91,45,97,142,107,80,85,Asia,0.62346,0,India,"[76.2816400000000,15.3309500000000;76.2904700000000,15.3362900000000]",20546,POINT (76.286055 15.33362)
249,2012-02-14,2021-02-17,5,5,17,11,22,15,17,8,5,12,Asia,0.34789,0,India,"[76.2481800000000,15.3364700000000;76.2543300000000,15.3407500000000]",20547,POINT (76.25125499999999 15.33861)
185,2012-03-06,2021-08-06,8,8,3,6,17,9,10,11,26,11,Asia,0.38773,0,India,"[76.2477300000000,15.3146500000000;76.2551000000000,15.3186300000000]",20548,POINT (76.25141500000001 15.31664)
234,2014-01-08,2021-12-22,0,0,13,20,16,18,22,8,0,2,Asia,0.23176,0,India,"[76.2186700000000,15.2993300000000;76.2231900000000,15.3032100000000]",20549,POINT (76.22093000000001 15.301269999999999)
58,2016-11-06,2021-03-12,0,0,0,0,2,10,3,9,12,1,Asia,0.200361,0,India,"[76.2168500000000,15.2755600000000;76.2214300000000,15.2788700000000]",20550,POINT (76.21914 15.277215)
34,2012-02-01,2012-02-01,8,8,0,0,0,0,0,0,0,0,Asia,0.237348,0,India,"[77.3589100000000,16.3048700000000;77.3626800000000,16.3096000000000]",20551,POINT (77.360795 16.307235)
623,2012-01-22,2021-12-10,38,38,8,37,59,24,46,15,11,10,Asia,0.444283,0,India,"[77.0097400000000,13.5519200000000;77.0157500000000,13.5574100000000]",20552,POINT (77.012745 13.554665)
611,2012-03-30,2021-02-22,4,4,3,0,13,68,78,59,37,20,Asia,1.33593,0,India,"[76.3693800000000,9.97212000000000;76.3811500000000,9.98048000000000]",20553,POINT (76.37526500000001 9.9763)
86,2012-11-23,2020-01-14,5,5,7,7,5,7,1,4,1,0,Asia,0.17808,1,India,"[77.0803400000000,9.43257000000000;77.0834900000000,9.43669000000000]",20554,POINT (77.08191500000001 9.43463)
39,2015-09-13,2017-02-10,0,0,0,5,3,11,0,0,0,0,Asia,0.384381,1,India,"[82.0620700000000,23.1570600000000;82.0671400000000,23.1627300000000]",20555,POINT (82.064605 23.159895)
130,2012-02-09,2021-03-14,5,5,16,6,6,6,5,6,5,6,Asia,0.296787,1,India,"[77.4588900000000,23.2421500000000;77.4630400000000,23.2478100000000]",20556,POINT (77.460965 23.244979999999998)
1635,2012-01-20,2021-08-14,84,84,90,113,122,104,0,89,98,132,Asia,0.64326,0,India,"[79.3873600000000,23.9864800000000;79.3955700000000,23.9925900000000]",20557,POINT (79.39146500000001 23.989535)
477,2012-08-18,2021-02-15,9,9,18,0,3,4,49,78,67,34,Asia,0.517579,0,India,"[75.5643600000000,22.6257900000000;75.5720400000000,22.6312000000000]",20558,POINT (75.5682 22.628494999999997)
387,2018-09-10,2021-11-22,0,0,0,0,0,0,37,105,84,46,Asia,0.293405,1,India,"[75.1294500000000,22.2628900000000;75.1353900000000,22.2668600000000]",20559,POINT (75.13242 22.264875)
883,2012-01-21,2021-05-31,11,11,0,192,133,43,0,28,33,28,Asia,1.51819,0,India,"[77.1391200000000,24.4782700000000;77.1530100000000,24.4870500000000]",20560,POINT (77.146065 24.48266)
1410,2012-01-22,2021-01-20,66,66,107,95,84,124,0,89,49,62,Asia,0.492769,0,India,"[80.6099500000000,24.0502800000000;80.6173500000000,24.0554000000000]",20561,POINT (80.61364999999999 24.05284)
1391,2012-01-21,2021-02-26,120,120,118,67,62,72,0,59,46,92,Asia,0.28241,0,India,"[74.8012600000000,24.5764600000000;74.8064000000000,24.5809800000000]",20562,POINT (74.80383 24.57872)
71,2014-11-24,2021-03-10,0,0,2,4,1,6,10,0,2,1,Asia,0.304705,0,India,"[77.5357700000000,23.0741500000000;77.5406600000000,23.0790700000000]",20563,POINT (77.53821500000001 23.07661)
340,2012-01-23,2021-12-18,12,12,20,33,24,15,0,26,20,29,Asia,0.216071,0,India,"[81.1678000000000,24.5262500000000;81.1717100000000,24.5304900000000]",20564,POINT (81.16975500000001 24.528370000000002)
366,2012-01-23,2021-10-29,42,42,33,1,5,14,0,16,20,30,Asia,0.23992,0,India,"[81.1740600000000,24.5635300000000;81.1780200000000,24.5681800000000]",20565,POINT (81.17604 24.565855)
269,2012-01-29,2021-12-07,25,25,35,9,9,6,0,4,1,2,Asia,0.396693,1,India,"[78.1550700000000,24.2384900000000;78.1625400000000,24.2427000000000]",20566,POINT (78.158805 24.240595)
260,2012-01-30,2021-02-20,41,41,27,5,2,9,0,0,2,5,Asia,0.373485,1,India,"[78.1554300000000,24.2427300000000;78.1624800000000,24.2469300000000]",20567,POINT (78.158955 24.24483)
605,2012-01-21,2021-09-29,64,64,89,21,12,14,0,14,9,8,Asia,0.783997,0,India,"[78.1625600000000,24.2374200000000;78.1697200000000,24.2461000000000]",20568,POINT (78.16614 24.24176)
1443,2012-01-20,2021-02-02,103,103,102,73,78,109,0,79,37,40,Asia,0.567463,0,India,"[80.7967900000000,24.1984300000000;80.8035700000000,24.2048600000000]",20569,POINT (80.80018 24.201645000000003)
838,2014-12-04,2021-01-20,0,0,3,39,73,122,0,77,75,117,Asia,0.443878,0,India,"[80.6930500000000,24.1641900000000;80.6987200000000,24.1702100000000]",20570,POINT (80.695885 24.1672)
846,2012-01-20,2021-12-29,79,79,47,49,36,34,0,44,43,40,Asia,0.442395,0,India,"[81.0009400000000,24.5621400000000;81.0070600000000,24.5677000000000]",20571,POINT (81.00399999999999 24.56492)
306,2012-01-24,2021-07-06,20,20,19,26,17,19,0,13,11,23,Asia,0.254042,0,India,"[80.8574900000000,24.5939100000000;80.8635900000000,24.5971200000000]",20572,POINT (80.86054 24.595515000000002)
216,2012-02-04,2021-02-07,13,13,5,1,0,1,0,16,34,41,Asia,0.240807,0,India,"[81.3257500000000,24.3244300000000;81.3302600000000,24.3285100000000]",20573,POINT (81.32800499999999 24.32647)
774,2012-01-23,2021-12-17,42,42,51,31,61,30,0,47,81,29,Asia,0.602964,0,India,"[82.5215000000000,24.2031300000000;82.5288900000000,24.2092600000000]",20574,POINT (82.525195 24.206195)
8655,2012-02-05,2021-03-03,350,350,2,283,352,1604,0,715,291,881,Asia,25.0962,0,India,"[82.5441700000000,24.1283100000000;82.5771000000000,24.1855100000000]",20575,POINT (82.56063499999999 24.15691)
691,2014-01-19,2021-12-06,0,0,16,41,20,114,0,89,105,96,Asia,0.764802,1,India,"[82.6114900000000,24.1218300000000;82.6194100000000,24.1290700000000]",20576,POINT (82.61545000000001 24.125449999999997)
1220,2012-01-20,2021-01-10,159,159,174,163,15,0,0,1,6,56,Asia,2.75851,1,India,"[82.5813400000000,24.1299800000000;82.5956300000000,24.1444600000000]",20577,POINT (82.58848499999999 24.13722)
132,2012-10-06,2021-02-12,1,1,0,1,3,33,0,8,13,30,Asia,0.286943,0,India,"[82.5886500000000,24.1187800000000;82.5933900000000,24.1233200000000]",20578,POINT (82.59102 24.12105)
95,2013-11-14,2021-03-14,0,0,10,2,3,0,0,0,0,1,Asia,0.793546,1,India,"[82.5925100000000,24.1404400000000;82.5989800000000,24.1496400000000]",20579,POINT (82.595745 24.14504)
149,2014-05-01,2021-10-24,0,0,28,4,0,0,0,0,9,74,Asia,0.302494,0,India,"[82.6226200000000,23.9883700000000;82.6287400000000,23.9920700000000]",20580,POINT (82.62567999999999 23.99022)
9650,2012-01-20,2021-11-08,370,370,723,1123,638,735,0,415,46,54,Asia,3.16844,0,India,"[82.7085200000000,24.1991500000000;82.7315700000000,24.2094500000000]",20581,POINT (82.720045 24.2043)
1106,2012-04-01,2020-04-12,0,0,44,270,109,84,0,17,4,0,Asia,2.09943,0,India,"[82.6911300000000,24.2043100000000;82.7036000000000,24.2169300000000]",20582,POINT (82.697365 24.21062)
1191,2012-02-05,2021-01-22,149,149,149,128,47,12,0,3,4,30,Asia,2.51845,0,India,"[82.6679800000000,24.1534700000000;82.6881000000000,24.1628500000000]",20583,POINT (82.67804000000001 24.15816)
54,2017-04-05,2021-01-01,0,0,0,0,0,4,0,34,2,1,Asia,0.260443,0,India,"[82.6638300000000,24.1699900000000;82.6687600000000,24.1739500000000]",20584,POINT (82.666295 24.17197)
31,2016-04-29,2016-06-20,0,0,0,0,14,0,0,0,0,0,Asia,0.322517,1,India,"[82.7096700000000,24.1404600000000;82.7141100000000,24.1459000000000]",20585,POINT (82.71189 24.14318)
29,2012-03-05,2015-01-25,3,3,4,2,0,0,0,0,0,0,Asia,0.189013,1,India,"[77.5186800000000,20.9452400000000;77.5227400000000,20.9488500000000]",20586,POINT (77.52071000000001 20.947045)
1427,2012-01-20,2021-02-22,70,70,62,46,83,63,110,64,80,74,Asia,0.73332,0,India,"[79.6255800000000,21.2300900000000;79.6342800000000,21.2364800000000]",20587,POINT (79.62993 21.233285)
117,2017-07-06,2021-03-16,0,0,0,0,0,1,14,37,16,5,Asia,0.310141,1,India,"[79.0151700000000,20.1324000000000;79.0200000000000,20.1372600000000]",20588,POINT (79.017585 20.13483)
263,2013-03-03,2020-02-27,0,0,0,0,0,11,53,19,6,0,Asia,0.656852,0,India,"[79.3489800000000,19.8252400000000;79.3543600000000,19.8344200000000]",20589,POINT (79.35167 19.82983)
66,2017-01-10,2021-03-26,0,0,0,0,0,15,3,0,12,10,Asia,0.263938,0,India,"[79.2670500000000,20.0562400000000;79.2712400000000,20.0609900000000]",20590,POINT (79.26914500000001 20.058615)
23,2012-11-12,1899-12-30,2,2,0,0,0,0,0,0,0,0,Asia,0.136455,1,India,"[79.3095500000000,20.0358300000000;79.3135200000000,20.0384200000000]",20591,POINT (79.31153499999999 20.037125)
2300,2012-01-20,2021-11-02,141,141,96,84,71,137,154,126,104,162,Asia,0.770134,0,India,"[79.3303100000000,19.9594700000000;79.3378400000000,19.9671700000000]",20592,POINT (79.334075 19.96332)
28,2012-03-14,1899-12-30,8,8,0,0,0,0,0,0,0,0,Asia,0.158439,0,India,"[79.3189800000000,19.9965500000000;79.3210200000000,20.0024000000000]",20593,POINT (79.32 19.999475)
23,2012-02-04,2014-01-15,3,3,1,0,0,0,0,0,0,0,Asia,0.214417,0,India,"[79.3051400000000,19.9157500000000;79.3085600000000,19.9204700000000]",20594,POINT (79.30685 19.91811)
2114,2012-01-20,2021-07-14,111,111,124,125,81,86,96,150,130,144,Asia,0.67025,0,India,"[79.1095400000000,19.9180500000000;79.1173100000000,19.9245600000000]",20595,POINT (79.113425 19.921305)
419,2012-02-04,2021-11-02,9,9,17,24,23,23,34,31,17,10,Asia,0.28337,0,India,"[79.1178200000000,19.9281000000000;79.1228400000000,19.9323600000000]",20596,POINT (79.12033 19.93023)
481,2012-01-20,2016-02-13,47,47,11,56,77,0,0,0,0,0,Asia,0.917455,0,India,"[79.0985900000000,19.9320400000000;79.1073900000000,19.9399100000000]",20597,POINT (79.10299 19.935975)
1264,2012-01-20,2015-01-08,239,239,78,61,0,0,0,0,0,0,Asia,1.70995,0,India,"[79.0929200000000,19.9364200000000;79.1017200000000,19.9510900000000]",20598,POINT (79.09732 19.943755)
87,2014-05-21,2016-02-21,0,0,15,14,13,0,0,0,0,0,Asia,0.327367,1,India,"[79.2922900000000,19.7716800000000;79.2979500000000,19.7760300000000]",20599,POINT (79.29512 19.773854999999998)
279,2012-01-20,2021-01-18,21,21,7,13,7,15,23,16,7,13,Asia,0.235245,0,India,"[79.2158800000000,19.7025500000000;79.2196300000000,19.7072700000000]",20600,POINT (79.217755 19.704909999999998)
712,2012-01-20,2021-01-14,25,25,36,86,24,27,22,44,88,46,Asia,0.409174,0,India,"[79.1727800000000,19.7206300000000;79.1790800000000,19.7255200000000]",20601,POINT (79.17593 19.723075)
